county,state,fips,cases,deaths
Wright,Missouri,29229,1571,31
Worth,Missouri,29227,162,2
Washington,Missouri,29221,2692,49
Webster,Missouri,29225,3559,53
Wayne,Missouri,29223,1029,11
Stoddard,Missouri,29207,2466,37
Shelby,Missouri,29205,571,7
Stone,Missouri,29209,2401,44
Shannon,Missouri,29203,581,12
Scott,Missouri,29201,4680,84
Warren,Missouri,29219,3082,31
Vernon,Missouri,29217,1927,43
Campbell,Wyoming,56005,4818,60
Sullivan,Missouri,29211,841,14
Carbon,Wyoming,56007,1560,23
Albany,Wyoming,56001,4206,11
Texas,Missouri,29215,1817,23
Taney,Missouri,29213,5233,92
Big Horn,Wyoming,56003,1138,32
Converse,Wyoming,56009,991,17
Franklin,Kansas,20059,2540,43
Ford,Kansas,20057,5735,74
Floyd,Iowa,19067,1585,42
Finney,Kansas,20055,6042,71
Franklin,Iowa,19069,1146,21
Ellsworth,Kansas,20053,1219,25
Emmet,Iowa,19063,1315,40
Fayette,Iowa,19065,1839,41
Dubuque,Iowa,19061,13250,206
Montgomery,Virginia,51121,9226,89
Nelson,Virginia,51125,889,12
Ellis,Kansas,20051,3732,73
New Kent,Virginia,51127,1468,16
Gray,Kansas,20069,611,14
Grant,Kansas,20067,975,18
Guthrie,Iowa,19077,1193,29
Graham,Kansas,20065,265,9
Hamilton,Iowa,19079,1788,49
Washoe,Nevada,32031,45231,668
Greene,Iowa,19073,770,10
Grundy,Iowa,19075,1355,32
Fremont,Iowa,19071,617,9
Northampton,Virginia,51131,791,35
Northumberland,Virginia,51133,740,20
Nottoway,Virginia,51135,1892,48
White Pine,Nevada,32033,567,6
Orange,Virginia,51137,2133,39
Gove,Kansas,20063,386,19
Page,Virginia,51139,1995,57
Geary,Kansas,20061,3314,40
Dallas,Iowa,19049,11013,97
Newport,Rhode Island,44005,6406,41
Crawford,Kansas,20037,4710,82
Providence,Rhode Island,44007,94224,1934
Cowley,Kansas,20035,3936,107
Bristol,Rhode Island,44001,4918,141
Clinton,Iowa,19045,5451,92
Comanche,Kansas,20033,170,9
Kent,Rhode Island,44003,17851,356
Crawford,Iowa,19047,2631,40
Coffey,Kansas,20031,723,23
Clay,Iowa,19041,2138,25
Clayton,Iowa,19043,1678,56
Washington,Rhode Island,44009,9621,168
Decatur,Kansas,20039,265,12
Pershing,Nevada,32027,954,20
Patrick,Virginia,51141,1330,43
Nye,Nevada,32023,2912,106
Pittsylvania,Virginia,51143,5467,78
Mineral,Nevada,32021,308,7
Powhatan,Virginia,51145,1875,15
Prince Edward,Virginia,51147,2110,34
Prince George,Virginia,51149,3463,27
Storey,Nevada,32029,100,3
Elk,Kansas,20049,180,5
Dickinson,Iowa,19059,2455,43
Edwards,Kansas,20047,263,12
Douglas,Kansas,20045,9181,87
Delaware,Iowa,19055,2061,39
Doniphan,Kansas,20043,967,23
Des Moines,Iowa,19057,4466,65
Davis,Iowa,19051,804,24
Decatur,Iowa,19053,594,9
Lincoln,Nevada,32017,361,3
Prince William,Virginia,51153,44414,479
Lander,Nevada,32015,450,9
Pulaski,Virginia,51155,2574,61
Humboldt,Nevada,32013,1162,13
Rappahannock,Virginia,51157,338,2
Eureka,Nevada,32011,51,0
Richmond,Virginia,51159,1488,15
Dickinson,Kansas,20041,1733,44
Lyon,Nevada,32019,3111,65
Carroll,Iowa,19027,2823,52
Butler,Kansas,20015,7464,85
Cass,Iowa,19029,1364,54
Brown,Kansas,20013,1235,38
Butler,Iowa,19023,1628,34
Bourbon,Kansas,20011,1399,26
Calhoun,Iowa,19025,1339,13
Buena Vista,Iowa,19021,4233,40
Chautauqua,Kansas,20019,266,6
Chase,Kansas,20017,258,3
Douglas,Nevada,32005,2794,35
Roanoke,Virginia,51161,8107,138
Clark,Nevada,32003,242819,4281
Rockbridge,Virginia,51163,1498,46
Churchill,Nevada,32001,2028,49
Rockingham,Virginia,51165,6636,105
Russell,Virginia,51167,2234,36
Scott,Virginia,51169,1796,52
Esmeralda,Nevada,32009,38,0
Elko,Nevada,32007,4793,56
Clay,Kansas,20027,826,29
Chickasaw,Iowa,19037,1228,15
Clark,Kansas,20025,252,7
Clarke,Iowa,19039,987,24
Cheyenne,Kansas,20023,362,14
Cerro Gordo,Iowa,19033,5304,87
Cherokee,Kansas,20021,2462,52
Cherokee,Iowa,19035,1579,38
Cedar,Iowa,19031,1869,23
Shenandoah,Virginia,51171,4199,130
Cloud,Kansas,20029,980,23
Smyth,Virginia,51173,2812,91
Southampton,Virginia,51175,1963,56
Spotsylvania,Virginia,51177,9596,113
Stafford,Virginia,51179,10979,74
Allamakee,Iowa,19005,1495,51
Appanoose,Iowa,19007,1273,47
Adair,Iowa,19001,853,32
Adams,Iowa,19003,332,4
Surry,Virginia,51181,417,9
Sussex,Virginia,51183,1175,21
Tazewell,Virginia,51185,3567,66
Warren,Virginia,51187,2864,55
Audubon,Iowa,19009,497,9
Atchison,Kansas,20005,1609,14
Boone,Iowa,19015,2604,33
Anderson,Kansas,20003,835,18
Bremer,Iowa,19017,2809,60
Allen,Kansas,20001,1236,18
Benton,Iowa,19011,2525,55
Black Hawk,Iowa,19013,15661,306
Washington,Virginia,51191,4789,105
Barton,Kansas,20009,2605,47
Westmoreland,Virginia,51193,1256,24
Barber,Kansas,20007,373,6
Wise,Virginia,51195,3099,95
Wythe,Virginia,51197,2579,78
York,Virginia,51199,3665,52
Buchanan,Iowa,19019,1897,31
Navarro,Texas,48349,5759,154
Carter,Tennessee,47019,6550,156
Carroll,Tennessee,47017,3595,83
Nacogdoches,Texas,48347,4478,168
Cannon,Tennessee,47015,1904,31
Motley,Texas,48345,115,8
Mora,New Mexico,35033,169,6
McKinley,New Mexico,35031,12218,462
Rio Arriba,New Mexico,35039,3569,75
Haines Borough,Alaska,02100,27,0
Quay,New Mexico,35037,445,8
Otero,New Mexico,35035,4872,74
Campbell,Tennessee,47013,4119,63
Morris,Texas,48343,861,33
Bradley,Tennessee,47011,14840,149
Moore,Texas,48341,2454,72
Blount,Tennessee,47009,15319,193
Montgomery,Texas,48339,51928,555
Bledsoe,Tennessee,47007,2113,11
Benton,Tennessee,47005,1644,40
Montague,Texas,48337,2067,71
Bedford,Tennessee,47003,6484,129
Mitchell,Texas,48335,602,30
Hidalgo,New Mexico,35023,359,9
Harding,New Mexico,35021,10,0
Luna,New Mexico,35029,3298,85
Los Alamos,New Mexico,35028,516,6
Lincoln,New Mexico,35027,1644,19
Lea,New Mexico,35025,9029,164
Anderson,Tennessee,47001,8698,172
Mills,Texas,48333,654,21
Milam,Texas,48331,2517,47
Midland,Texas,48329,17331,266
Menard,Texas,48327,207,9
Medina,Texas,48325,4945,103
Maverick,Texas,48323,10419,352
Sagadahoc,Maine,23023,1238,8
De Baca,New Mexico,35011,139,1
Somerset,Maine,23025,1843,29
Waldo,Maine,23027,826,19
Washington,Maine,23029,825,15
Guadalupe,New Mexico,35019,628,9
Grant,New Mexico,35017,1688,36
Kenai Peninsula Borough,Alaska,02122,4377,19
Eddy,New Mexico,35015,6788,127
Piscataquis,Maine,23021,439,5
Doña Ana,New Mexico,35013,24755,444
Matagorda,Texas,48321,3871,104
Mason,Texas,48319,393,6
Martin,Texas,48317,629,18
Marion,Texas,48315,536,33
Madison,Texas,48313,1949,29
Bernalillo,New Mexico,35001,56626,925
Curry,New Mexico,35009,5100,75
Colfax,New Mexico,35007,897,47
Cibola,New Mexico,35006,3511,109
Chaves,New Mexico,35005,9115,168
York,Maine,23031,12370,130
Juneau City and Borough,Alaska,02110,1343,3
Catron,New Mexico,35003,90,5
McMullen,Texas,48311,83,5
Hancock,Maine,23009,1223,36
McCulloch,Texas,48307,569,19
Lynn,Texas,48305,618,23
Lubbock,Texas,48303,48830,783
Loving,Texas,48301,1,0
Androscoggin,Maine,23001,7032,65
Aroostook,Maine,23003,1643,45
Cumberland,Maine,23005,15958,189
Franklin,Maine,23007,1205,13
McLennan,Texas,48309,26836,470
Knox,Maine,23013,957,5
Lincoln,Maine,23015,826,2
Oxford,Maine,23017,3176,62
Penobscot,Maine,23019,5311,89
Kennebec,Maine,23011,5556,65
King William,Virginia,51101,1174,11
District of Columbia,District of Columbia,11001,47471,1100
Lancaster,Virginia,51103,709,16
Lee,Virginia,51105,2413,46
Loudoun,Virginia,51107,27159,274
Louisa,Virginia,51109,1934,32
Lunenburg,Virginia,51111,746,13
Madison,Virginia,51113,601,16
Mathews,Virginia,51115,594,12
Mecklenburg,Virginia,51117,2250,65
Middlesex,Virginia,51119,568,20
Winnebago,Illinois,17201,31815,491
Woodford,Illinois,17203,4569,81
Van Buren,Michigan,26159,6630,112
Sanilac,Michigan,26151,4051,102
Knox,Tennessee,47093,51385,628
Schoolcraft,Michigan,26153,349,5
Johnson,Tennessee,47091,2363,38
Shiawassee,Michigan,26155,5913,95
Northwest Arctic Borough,Alaska,02188,612,2
Tuscola,Michigan,26157,5319,157
North Slope Borough,Alaska,02185,1060,4
Lawrence,Tennessee,47099,5867,86
Nome Census Area,Alaska,02180,350,0
Lauderdale,Tennessee,47097,3168,44
Lake,Tennessee,47095,1699,26
Hickman,Tennessee,47081,2823,46
Washtenaw,Michigan,26161,25731,276
Wayne,Michigan,26163,152526,4579
Matanuska-Susitna Borough,Alaska,02170,11207,45
Wexford,Michigan,26165,2648,36
Jefferson,Tennessee,47089,6129,124
Jackson,Tennessee,47087,1315,35
Humphreys,Tennessee,47085,1772,22
Houston,Tennessee,47083,1088,33
Otsego,Michigan,26137,2525,35
Ottawa,Michigan,26139,30191,391
Hardin,Tennessee,47071,3542,66
Ontonagon,Michigan,26131,452,21
Osceola,Michigan,26133,1744,25
Oscoda,Michigan,26135,580,24
Henry,Tennessee,47079,3142,75
Henderson,Tennessee,47077,3762,76
Haywood,Tennessee,47075,2692,61
Hawkins,Tennessee,47073,5901,107
Hardeman,Tennessee,47069,3492,64
St. Clair,Michigan,26147,17108,380
St. Joseph,Michigan,26149,5770,94
Petersburg Borough,Alaska,02195,159,0
Refugio,Texas,48391,650,21
Presque Isle,Michigan,26141,953,31
Roscommon,Michigan,26143,1784,47
Prince of Wales-Hyder Census Area,Alaska,02198,91,1
Saginaw,Michigan,26145,20534,568
Runnels,Texas,48399,1278,37
Hancock,Tennessee,47067,569,12
Hamilton,Tennessee,47065,44006,491
Rockwall,Texas,48397,11362,155
Hamblen,Tennessee,47063,8560,171
Robertson,Texas,48395,2102,40
Grundy,Tennessee,47061,1786,34
Roberts,Texas,48393,61,1
Ward,North Dakota,38101,9582,194
Greene,Tennessee,47059,7807,153
Wells,North Dakota,38103,444,8
Reeves,Texas,48389,1731,43
Monroe,Michigan,26115,14361,236
Montcalm,Michigan,26117,7414,105
Montmorency,Michigan,26119,528,18
Midland,Michigan,26111,6887,77
Missaukee,Michigan,26113,1390,23
Williams,North Dakota,38105,4720,38
Grainger,Tennessee,47057,2608,50
Red River,Texas,48387,688,37
Giles,Tennessee,47055,3969,99
Real,Texas,48385,311,12
Gibson,Tennessee,47053,6468,145
Reagan,Texas,48383,378,8
Franklin,Tennessee,47051,5121,89
Randall,Texas,48381,16626,294
Fentress,Tennessee,47049,2402,47
Fayette,Tennessee,47047,4968,76
Rains,Texas,48379,796,25
Oakland,Michigan,26125,109374,2181
Oceana,Michigan,26127,2555,53
Ogemaw,Michigan,26129,1528,36
Valencia,New Mexico,35061,6910,105
Muskegon,Michigan,26121,16161,335
Ketchikan Gateway Borough,Alaska,02130,414,1
Newaygo,Michigan,26123,4326,58
Dyer,Tennessee,47045,5393,105
Presidio,Texas,48377,812,24
Dickson,Tennessee,47043,6790,109
Potter,Texas,48375,17275,444
DeKalb,Tennessee,47041,2776,53
Polk,Texas,48373,3218,109
Pecos,Texas,48371,1659,34
Decatur,Tennessee,47039,1578,39
Parmer,Texas,48369,1264,35
Davidson,Tennessee,47037,97922,929
Parker,Texas,48367,15490,178
Taos,New Mexico,35055,1654,51
Socorro,New Mexico,35053,1307,56
Sierra,New Mexico,35051,744,47
Union,New Mexico,35059,417,9
Torrance,New Mexico,35057,758,13
Cumberland,Tennessee,47035,6660,128
Panola,Texas,48365,1594,74
Palo Pinto,Texas,48363,2874,75
Crockett,Tennessee,47033,2022,48
Orange,Texas,48361,8365,146
Coffee,Tennessee,47031,6874,121
Cocke,Tennessee,47029,4472,98
Oldham,Texas,48359,268,4
Clay,Tennessee,47027,1100,31
Claiborne,Tennessee,47025,3132,73
Ochiltree,Texas,48357,1133,26
San Juan,New Mexico,35045,14400,467
Marquette,Michigan,26103,5692,59
Kusilvak Census Area,Alaska,02158,1264,4
Sandoval,New Mexico,35043,11814,223
Mason,Michigan,26105,1962,31
Roosevelt,New Mexico,35041,1886,54
Mecosta,Michigan,26107,2918,27
Menominee,Michigan,26109,2038,41
Kodiak Island Borough,Alaska,02150,1099,5
Santa Fe,New Mexico,35049,10301,145
San Miguel,New Mexico,35047,1342,17
Manistee,Michigan,26101,1888,23
Chester,Tennessee,47023,2116,51
Nueces,Texas,48355,41534,772
Cheatham,Tennessee,47021,4514,55
Nolan,Texas,48353,1528,51
Newton,Texas,48351,618,35
Josephine,Oregon,41033,3165,65
Power,Idaho,16077,662,9
Johnson,Iowa,19103,14259,83
Payette,Idaho,16075,2519,36
Jefferson,Oregon,41031,2100,32
Jones,Iowa,19105,2948,56
Lake,Oregon,41037,425,7
Klamath,Oregon,41035,3850,59
Shoshone,Idaho,16079,1082,34
Jefferson,Iowa,19101,1318,35
Lane,Oregon,41039,12138,144
Owyhee,Idaho,16073,1058,28
Oneida,Idaho,16071,355,4
Issaquena,Mississippi,28055,168,6
Garfield,Washington,53023,120,5
Humphreys,Mississippi,28053,949,32
Franklin,Washington,53021,12114,109
Jackson,Mississippi,28059,13329,245
Grays Harbor,Washington,53027,3754,63
Itawamba,Mississippi,28057,2984,77
Grant,Washington,53025,9862,119
Island,Washington,53029,1621,30
Holmes,Mississippi,28051,1882,72
Keokuk,Iowa,19107,952,31
Kossuth,Iowa,19109,2144,64
Louisa,Iowa,19115,1274,49
Leavenworth,Kansas,20103,7166,91
Washington,Idaho,16087,1213,21
Gilliam,Oregon,41021,57,1
Lucas,Iowa,19117,762,23
Valley,Idaho,16085,833,6
Lane,Kansas,20101,143,7
Lee,Iowa,19111,3701,55
Harney,Oregon,41025,323,8
Linn,Iowa,19113,20525,332
Grant,Oregon,41023,475,4
Jackson,Oregon,41029,10329,129
Hood River,Oregon,41027,1150,30
Logan,Kansas,20109,289,6
Twin Falls,Idaho,16083,9396,127
Linn,Kansas,20107,815,12
Teton,Idaho,16081,1206,4
Lincoln,Kansas,20105,262,4
King,Washington,53033,100479,1509
Jones,Mississippi,28067,8345,163
Jefferson,Washington,53031,385,3
Jefferson Davis,Mississippi,28065,1064,32
Kittitas,Washington,53037,2738,33
Kitsap,Washington,53035,7451,104
Kemper,Mississippi,28069,959,28
Klickitat,Washington,53039,712,9
Lyon,Iowa,19119,1564,41
Jefferson,Mississippi,28063,649,28
Jasper,Mississippi,28061,2206,48
Kootenai,Idaho,16055,17702,207
Coos,Oregon,41011,2016,32
Jerome,Idaho,16053,2586,23
Curry,Oregon,41015,619,9
Lemhi,Idaho,16059,523,9
Latah,Idaho,16057,3084,10
Crook,Oregon,41013,957,19
Douglas,Oregon,41019,3112,69
Deschutes,Oregon,41017,7756,73
George,Mississippi,28039,2440,47
Jefferson,Idaho,16051,2974,26
Lewis,Washington,53041,4255,62
DeSoto,Mississippi,28033,21238,255
Mason,Washington,53045,2613,29
Covington,Mississippi,28031,2560,80
Lincoln,Washington,53043,460,7
Franklin,Mississippi,28037,831,23
Pacific,Washington,53049,885,10
Forrest,Mississippi,28035,7609,149
Okanogan,Washington,53047,2402,37
Madison,Idaho,16065,7131,27
Lincoln,Idaho,16063,500,11
Benton,Oregon,41003,2853,19
Nez Perce,Idaho,16069,3572,55
Minidoka,Idaho,16067,2332,32
Baker,Oregon,41001,907,14
Clatsop,Oregon,41007,932,8
Clackamas,Oregon,41005,16087,208
Pend Oreille,Washington,53051,715,7
Lewis,Idaho,16061,389,9
Columbia,Oregon,41009,1617,26
San Juan,Washington,53055,170,0
Hancock,Mississippi,28045,3756,85
Pierce,Washington,53053,48404,642
Grenada,Mississippi,28043,2586,85
Skamania,Washington,53059,299,1
Hinds,Mississippi,28049,20157,413
Skagit,Washington,53057,5289,67
Harrison,Mississippi,28047,17682,306
Greene,Mississippi,28041,1300,33
Clark,Idaho,16033,59,0
Cassia,Idaho,16031,2931,26
Custer,Idaho,16037,246,3
Clearwater,Idaho,16035,1045,13
Choctaw,Mississippi,28019,750,18
Chickasaw,Mississippi,28017,2061,57
Spokane,Washington,53063,41721,619
Snohomish,Washington,53061,35482,564
Bolivar,Mississippi,28011,4789,131
Thurston,Washington,53067,8774,91
Stevens,Washington,53065,2024,28
Carroll,Mississippi,28015,1215,27
Calhoun,Mississippi,28013,1675,32
Wahkiakum,Washington,53069,107,0
Elmore,Idaho,16039,1968,14
Fremont,Idaho,16043,1125,14
Franklin,Idaho,16041,1190,16
Gooding,Idaho,16047,1297,23
Gem,Idaho,16045,1750,38
Copiah,Mississippi,28029,2954,65
Whatcom,Washington,53073,8296,89
Walla Walla,Washington,53071,5007,64
Yakima,Washington,53077,30349,445
Clarke,Mississippi,28023,1784,79
Whitman,Washington,53075,4178,47
Claiborne,Mississippi,28021,1017,30
Coahoma,Mississippi,28027,2925,79
Clay,Mississippi,28025,1837,54
Idaho,Idaho,16049,1211,18
Bingham,Idaho,16011,4812,74
Boise,Idaho,16015,352,2
Blaine,Idaho,16013,2357,18
Bonneville,Idaho,16019,14763,169
Bonner,Idaho,16017,3216,40
Boundary,Idaho,16021,860,10
Camas,Idaho,16025,71,0
Butte,Idaho,16023,208,1
Benton,Mississippi,28009,982,25
Attala,Mississippi,28007,2139,73
Adams,Mississippi,28001,2473,82
Amite,Mississippi,28005,1222,41
Alcorn,Mississippi,28003,3071,67
Caribou,Idaho,16029,688,12
Canyon,Idaho,16027,26350,292
Zapata,Texas,48505,1764,36
Sheridan,Kansas,20179,432,13
Young,Texas,48503,2153,44
Shawnee,Kansas,20177,17312,358
Webster,Iowa,19187,5096,92
Yoakum,Texas,48501,871,26
Seward,Kansas,20175,3953,41
Winnebago,Iowa,19189,1389,31
Washington,Iowa,19183,2510,50
Wayne,Iowa,19185,524,23
Warren,Iowa,19181,5653,87
Zavala,Texas,48507,1855,43
Sedgwick,Kansas,20173,55866,739
Scott,Kansas,20171,621,23
Stevens,Kansas,20189,586,10
