county,state,fips,cases,deaths
Wright,Missouri,29229,1614,33
Worth,Missouri,29227,163,2
Washington,Missouri,29221,2764,52
Webster,Missouri,29225,3632,54
Wayne,Missouri,29223,1037,14
Stoddard,Missouri,29207,2503,41
Shelby,Missouri,29205,654,7
Stone,Missouri,29209,2467,47
Shannon,Missouri,29203,588,12
Scott,Missouri,29201,4723,86
Warren,Missouri,29219,3192,33
Vernon,Missouri,29217,1958,46
Campbell,Wyoming,56005,4992,60
Sullivan,Missouri,29211,843,14
Carbon,Wyoming,56007,1608,23
Albany,Wyoming,56001,4500,15
Texas,Missouri,29215,1856,23
Taney,Missouri,29213,5376,96
Big Horn,Wyoming,56003,1169,34
Converse,Wyoming,56009,1013,17
Franklin,Kansas,20059,2576,42
Ford,Kansas,20057,5767,75
Floyd,Iowa,19067,1618,42
Finney,Kansas,20055,6092,73
Franklin,Iowa,19069,1223,21
Ellsworth,Kansas,20053,1220,26
Emmet,Iowa,19063,1348,40
Fayette,Iowa,19065,1853,41
Dubuque,Iowa,19061,13442,209
Montgomery,Virginia,51121,9399,97
Nelson,Virginia,51125,898,13
Ellis,Kansas,20051,3751,72
New Kent,Virginia,51127,1506,18
Gray,Kansas,20069,611,14
Grant,Kansas,20067,980,18
Guthrie,Iowa,19077,1223,32
Graham,Kansas,20065,265,9
Hamilton,Iowa,19079,1807,50
Washoe,Nevada,32031,45841,680
Greene,Iowa,19073,779,10
Grundy,Iowa,19075,1366,33
Fremont,Iowa,19071,626,9
Northampton,Virginia,51131,808,36
Northumberland,Virginia,51133,746,20
Nottoway,Virginia,51135,1918,47
White Pine,Nevada,32033,625,6
Orange,Virginia,51137,2224,38
Gove,Kansas,20063,386,19
Page,Virginia,51139,2064,56
Geary,Kansas,20061,3442,40
Dallas,Iowa,19049,11239,98
Newport,Rhode Island,44005,6891,42
Crawford,Kansas,20037,4751,83
Providence,Rhode Island,44007,98724,1978
Cowley,Kansas,20035,3998,108
Bristol,Rhode Island,44001,5153,144
Clinton,Iowa,19045,5589,93
