county,state,fips,cases,deaths
Wright,Missouri,29229,1603,32
Worth,Missouri,29227,163,2
Washington,Missouri,29221,2763,49
Webster,Missouri,29225,3621,54
Wayne,Missouri,29223,1036,14
Stoddard,Missouri,29207,2501,41
Shelby,Missouri,29205,642,7
Stone,Missouri,29209,2460,46
Shannon,Missouri,29203,588,12
Scott,Missouri,29201,4714,85
Warren,Missouri,29219,3188,31
Vernon,Missouri,29217,1958,46
Campbell,Wyoming,56005,4947,60
Sullivan,Missouri,29211,843,14
Carbon,Wyoming,56007,1607,23
Albany,Wyoming,56001,4483,12
Texas,Missouri,29215,1843,23
Taney,Missouri,29213,5353,94
Big Horn,Wyoming,56003,1166,33
Converse,Wyoming,56009,1009,17
Franklin,Kansas,20059,2572,42
Ford,Kansas,20057,5765,75
Floyd,Iowa,19067,1617,42
Finney,Kansas,20055,6082,72
Franklin,Iowa,19069,1222,21
Ellsworth,Kansas,20053,1222,26
Emmet,Iowa,19063,1345,40
Fayette,Iowa,19065,1853,41
Dubuque,Iowa,19061,13413,209
Montgomery,Virginia,51121,9396,97
Nelson,Virginia,51125,899,13
Ellis,Kansas,20051,3750,72
New Kent,Virginia,51127,1505,18
Gray,Kansas,20069,611,14
Grant,Kansas,20067,980,18
Guthrie,Iowa,19077,1223,31
Graham,Kansas,20065,265,9
Hamilton,Iowa,19079,1804,50
Washoe,Nevada,32031,45806,679
Greene,Iowa,19073,777,10
Grundy,Iowa,19075,1366,33
Fremont,Iowa,19071,625,9
Northampton,Virginia,51131,808,36
Northumberland,Virginia,51133,747,20
Nottoway,Virginia,51135,1918,47
White Pine,Nevada,32033,625,6
Orange,Virginia,51137,2219,38
Gove,Kansas,20063,386,19
Page,Virginia,51139,2057,56
Geary,Kansas,20061,3434,40
Dallas,Iowa,19049,11232,98
Newport,Rhode Island,44005,6806,42
Crawford,Kansas,20037,4742,83
Providence,Rhode Island,44007,97640,1971
Cowley,Kansas,20035,3993,108
Bristol,Rhode Island,44001,5096,143
Clinton,Iowa,19045,5587,93
Comanche,Kansas,20033,170,9
Kent,Rhode Island,44003,18525,361
Crawford,Iowa,19047,2670,40
Coffey,Kansas,20031,739,23
Clay,Iowa,19041,2159,26
Clayton,Iowa,19043,1702,56
Washington,Rhode Island,44009,9935,169
Decatur,Kansas,20039,267,12
Pershing,Nevada,32027,956,20
Patrick,Virginia,51141,1366,43
Nye,Nevada,32023,2964,107
Pittsylvania,Virginia,51143,5560,83
Mineral,Nevada,32021,309,7
Powhatan,Virginia,51145,1918,17
Prince Edward,Virginia,51147,2174,34
Prince George,Virginia,51149,3565,30
Storey,Nevada,32029,110,3
Elk,Kansas,20049,179,5
Dickinson,Iowa,19059,2488,44
Edwards,Kansas,20047,267,12
Douglas,Kansas,20045,9313,87
Delaware,Iowa,19055,2104,41
Doniphan,Kansas,20043,988,23
Des Moines,Iowa,19057,4626,66
Davis,Iowa,19051,841,24
Decatur,Iowa,19053,610,9
Lincoln,Nevada,32017,362,3
Prince William,Virginia,51153,45311,500
Lander,Nevada,32015,467,9
Pulaski,Virginia,51155,2663,61
Humboldt,Nevada,32013,1187,14
Rappahannock,Virginia,51157,359,2
Eureka,Nevada,32011,55,0
Richmond,Virginia,51159,1520,15
