county,state,fips,cases,deaths
Wright,Missouri,29229,1589,32
Worth,Missouri,29227,162,2
Washington,Missouri,29221,2748,49
Webster,Missouri,29225,3599,54
Wayne,Missouri,29223,1036,12
Stoddard,Missouri,29207,2487,37
Shelby,Missouri,29205,616,7
Stone,Missouri,29209,2433,46
Shannon,Missouri,29203,586,12
Scott,Missouri,29201,4705,84
Warren,Missouri,29219,3158,31
Vernon,Missouri,29217,1952,44
Campbell,Wyoming,56005,4880,60
Sullivan,Missouri,29211,844,14
Carbon,Wyoming,56007,1595,23
Albany,Wyoming,56001,4413,12
Texas,Missouri,29215,1838,23
Taney,Missouri,29213,5301,92
Big Horn,Wyoming,56003,1160,33
Converse,Wyoming,56009,1003,17
Franklin,Kansas,20059,2563,43
Ford,Kansas,20057,5761,75
Floyd,Iowa,19067,1609,42
Finney,Kansas,20055,6065,71
Franklin,Iowa,19069,1205,21
Ellsworth,Kansas,20053,1222,26
Emmet,Iowa,19063,1343,40
Fayette,Iowa,19065,1851,41
Dubuque,Iowa,19061,13372,209
Montgomery,Virginia,51121,9371,96
Nelson,Virginia,51125,898,12
Ellis,Kansas,20051,3747,71
New Kent,Virginia,51127,1496,18
Gray,Kansas,20069,611,14
Grant,Kansas,20067,978,18
Guthrie,Iowa,19077,1215,30
Graham,Kansas,20065,265,9
Hamilton,Iowa,19079,1799,49
Washoe,Nevada,32031,45712,676
Greene,Iowa,19073,777,10
Grundy,Iowa,19075,1363,33
Fremont,Iowa,19071,622,9
Northampton,Virginia,51131,806,36
Northumberland,Virginia,51133,743,20
Nottoway,Virginia,51135,1919,48
White Pine,Nevada,32033,612,6
Orange,Virginia,51137,2192,38
Gove,Kansas,20063,386,19
Page,Virginia,51139,2035,56
Geary,Kansas,20061,3419,40
Dallas,Iowa,19049,11182,98
Newport,Rhode Island,44005,6806,42
Crawford,Kansas,20037,4735,83
Providence,Rhode Island,44007,97640,1971
Cowley,Kansas,20035,3977,108
Bristol,Rhode Island,44001,5096,143
Clinton,Iowa,19045,5556,93
Comanche,Kansas,20033,170,9
Kent,Rhode Island,44003,18525,361
Crawford,Iowa,19047,2664,40
Coffey,Kansas,20031,736,23
Clay,Iowa,19041,2156,25
Clayton,Iowa,19043,1696,56
Washington,Rhode Island,44009,9935,169
Decatur,Kansas,20039,267,12
Pershing,Nevada,32027,954,20
Patrick,Virginia,51141,1354,43
Nye,Nevada,32023,2936,106
Pittsylvania,Virginia,51143,5535,80
Mineral,Nevada,32021,309,7
Powhatan,Virginia,51145,1910,17
Prince Edward,Virginia,51147,2163,34
Prince George,Virginia,51149,3533,28
Storey,Nevada,32029,110,3
Elk,Kansas,20049,179,5
Dickinson,Iowa,19059,2484,43
Edwards,Kansas,20047,267,12
Douglas,Kansas,20045,9279,87
Delaware,Iowa,19055,2096,41
Doniphan,Kansas,20043,971,23
Des Moines,Iowa,19057,4571,66
Davis,Iowa,19051,830,24
Decatur,Iowa,19053,608,9
Lincoln,Nevada,32017,361,3
Prince William,Virginia,51153,45070,490
Lander,Nevada,32015,455,9
Pulaski,Virginia,51155,2650,61
Humboldt,Nevada,32013,1178,14
Rappahannock,Virginia,51157,356,2
Eureka,Nevada,32011,54,0
Richmond,Virginia,51159,1513,15
Dickinson,Kansas,20041,1773,45
Lyon,Nevada,32019,3193,65
Carroll,Iowa,19027,2859,52
Butler,Kansas,20015,7554,87
Cass,Iowa,19029,1385,54
Brown,Kansas,20013,1239,38
Butler,Iowa,19023,1649,34
Bourbon,Kansas,20011,1414,26
Calhoun,Iowa,19025,1385,13
Buena Vista,Iowa,19021,4247,40
Chautauqua,Kansas,20019,267,6
Chase,Kansas,20017,270,3
Douglas,Nevada,32005,2869,35
Roanoke,Virginia,51161,8241,144
Clark,Nevada,32003,248336,4358
