county,state,fips,cases,deaths
Wright,Missouri,29229,1591,32
Worth,Missouri,29227,162,2
Washington,Missouri,29221,2756,49
Webster,Missouri,29225,3609,54
Wayne,Missouri,29223,1036,12
Stoddard,Missouri,29207,2489,37
Shelby,Missouri,29205,616,7
Stone,Missouri,29209,2436,46
Shannon,Missouri,29203,587,12
Scott,Missouri,29201,4706,84
Warren,Missouri,29219,3164,31
Vernon,Missouri,29217,1952,44
Campbell,Wyoming,56005,4898,60
Sullivan,Missouri,29211,844,14
Carbon,Wyoming,56007,1598,23
Albany,Wyoming,56001,4435,12
Texas,Missouri,29215,1839,23
Taney,Missouri,29213,5314,92
Big Horn,Wyoming,56003,1161,33
Converse,Wyoming,56009,1006,17
Franklin,Kansas,20059,2563,43
Ford,Kansas,20057,5763,75
Floyd,Iowa,19067,1612,42
Finney,Kansas,20055,6072,71
Franklin,Iowa,19069,1208,21
Ellsworth,Kansas,20053,1222,26
Emmet,Iowa,19063,1343,40
Fayette,Iowa,19065,1852,41
Dubuque,Iowa,19061,13385,209
Montgomery,Virginia,51121,9387,96
Nelson,Virginia,51125,899,13
Ellis,Kansas,20051,3747,71
New Kent,Virginia,51127,1498,18
Gray,Kansas,20069,611,14
Grant,Kansas,20067,978,18
Guthrie,Iowa,19077,1216,30
Graham,Kansas,20065,265,9
Hamilton,Iowa,19079,1802,49
Washoe,Nevada,32031,45768,676
Greene,Iowa,19073,777,10
Grundy,Iowa,19075,1364,33
Fremont,Iowa,19071,622,9
Northampton,Virginia,51131,807,36
Northumberland,Virginia,51133,743,20
Nottoway,Virginia,51135,1920,48
White Pine,Nevada,32033,612,6
Orange,Virginia,51137,2205,38
Gove,Kansas,20063,386,19
Page,Virginia,51139,2042,56
Geary,Kansas,20061,3422,40
Dallas,Iowa,19049,11194,98
Newport,Rhode Island,44005,6806,42
Crawford,Kansas,20037,4735,83
Providence,Rhode Island,44007,97640,1971
Cowley,Kansas,20035,3982,108
Bristol,Rhode Island,44001,5096,143
Clinton,Iowa,19045,5561,93
Comanche,Kansas,20033,170,9
Kent,Rhode Island,44003,18525,361
Crawford,Iowa,19047,2665,40
